locationId,productId,EPC,rssi,minrssi,maxssi,count,queue,rxpower,session,starttimestamp,endtimestamp,expectedLocation
0,303A0,P382,-84.89894563718772,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.702562,L0
0,303A0,P382,-84.89894563718772,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.714535,L0
0,303A0,P382,-84.89894563718772,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.718636,L0
0,303A0,P382,-84.89894563718772,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.722425,L0
0,303A0,P382,-84.89894563718772,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.734385,L0
0,303A0,P382,-84.89894563718772,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.738488,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.744543,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.754014,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.757821,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.761114,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.774266,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.778235,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.781824,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.793680,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.797069,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.800400,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.814377,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.817748,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.821049,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.833840,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.837217,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.840390,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.854611,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.858618,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.861874,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.874723,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.879067,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.882804,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.894859,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.899089,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.902574,L0
0,303A0,P382,-81.48360010980932,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.913785,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.919797,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.922867,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.934122,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.937495,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.940825,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.954232,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.957813,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.961282,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.974362,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.978353,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.981614,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.994332,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:23.998141,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.001531,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.014599,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.018425,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.021642,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.034713,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.038764,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.042201,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.053758,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.056942,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.060163,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.074325,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.078332,L0
0,303A0,P382,-78.04921161900893,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.081757,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.096497,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.099545,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.102818,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.113767,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.117246,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.120453,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.134355,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.138380,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.141823,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.153974,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.157828,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.161110,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.174007,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.177736,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.181124,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.193662,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.196912,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.200109,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.214642,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.218716,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.222029,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.234360,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.238316,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.241564,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.254326,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.258220,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.261613,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.274428,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.278269,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.281664,L0
0,303A0,P382,-78.93399695293101,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.294760,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.301693,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.304741,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.313811,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.317331,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.320632,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.334760,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.338904,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.342712,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.354156,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.358202,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.361614,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.374567,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.378704,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.382531,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.394254,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.398439,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.402237,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.414628,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.418747,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.422637,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.434106,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.437681,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.440876,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.454199,L0
0,303A0,P382,-83.5648721286863,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:24.458150,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.118021,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.121155,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.124494,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.133855,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.137284,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.140503,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.154423,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.158691,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.162125,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.174307,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.178204,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.181486,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.194392,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.197509,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.200728,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.214285,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.218092,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.222029,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.234370,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.238347,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.241898,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.254204,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.257443,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.260722,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.274412,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.278237,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.281532,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.294800,L0
0,303A1,P328,-83.73087985590286,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.299023,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.305362,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.314038,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.317508,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.320691,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.334437,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.338689,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.342089,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.354067,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.357291,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.360652,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.374219,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.377537,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.381115,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.394399,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.397516,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.400744,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.414217,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.418162,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.421290,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.434028,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.437482,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.440626,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.454214,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.458218,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.461938,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.474798,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.479025,L0
0,303A1,P328,-82.95880017344075,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.482453,L0
0,303A1,P328,-83.98834838068274,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.498162,L0
0,303A1,P328,-83.98834838068274,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.501587,L0
0,303A1,P328,-83.98834838068274,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.504855,L0
0,303A1,P328,-83.98834838068274,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.514589,L0
0,303A1,P328,-83.98834838068274,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.518367,L0
0,303A1,P328,-83.98834838068274,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.521584,L0
0,303A1,P328,-83.98834838068274,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.534580,L0
0,303A1,P328,-83.98834838068274,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.538886,L0
0,303A1,P328,-83.98834838068274,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.542512,L0
0,303A1,P328,-83.98834838068274,-91,-45,1,4,30,0,2023-06-15 15:12:18.005476,2023-06-15 15:12:21.554505,L0
